iso3,year,variable,value,source_name,source_url,notes,used_in_panel,live_source_check
DEU,2010,foreign_born,9812263,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2011,foreign_born,8935603,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing),yes,EXACT
DEU,2012,foreign_born,9117874,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2013,foreign_born,9456225,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2014,foreign_born,9807877,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2015,foreign_born,10220418,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2016,foreign_born,10908255,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2017,foreign_born,12105436,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2018,foreign_born,13745843,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2019,foreign_born,14879635,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2020,foreign_born,15040708,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2021,foreign_born,15162728,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2022,foreign_born,15287650,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; c_birth=FOR (born in a foreign country),yes,EXACT
DEU,2010,foreign_nationals,7130919,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2011,foreign_nationals,6107216,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing),yes,EXACT
DEU,2012,foreign_nationals,6342394,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2013,foreign_nationals,6643699,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2014,foreign_nationals,7015236,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2015,foreign_nationals,7539774,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2016,foreign_nationals,8651958,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2017,foreign_nationals,9219989,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
DEU,2018,foreign_nationals,9678868,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless),yes,EXACT
